                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                       1                                      917                  1.0000000000000000E+000                  0.0000000000000000E+000                  2.5189413242489880E+002                  2.5189413242489880E+002                  4.3835955591850349E+005                  1.0867701640458226E+004                  1.8074282155292217E-002                  4.5262943462083442E+001                  2.0000000000000000E-099                  0.0000000000000000E+000                  2.0000000000000000E-099                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0000000000000000E-001                  4.5000000000000007E-001                  1.1002518941324251E+000                  9.9999999999999995E-007                  2.1999913385021030E-099                  0.0000000000000000E+000                  2.1999913385021030E-099                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5012594706621243E-001                  4.9511335235959159E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3184758713842339E+001                  1.4513307381738594E+005                  1.0124053185601018E+006                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.2223075840150224E+004                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.9491742734119864E+009                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20260406"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                       eps_nuc_rate_r1616         eps_nuc_rate_r_f20_wk-minus_ne20                eps_nuc_rate_r_f20_wk_o20              eps_nuc_rate_r_na23_wk_ne23               eps_nuc_rate_r_ne20_wk_f20        eps_nuc_rate_r_ne23_wk-minus_na23          eps_nuc_rate_r_o20_wk-minus_f20                       eps_neu_rate_r1616         eps_neu_rate_r_f20_wk-minus_ne20                eps_neu_rate_r_f20_wk_o20              eps_neu_rate_r_na23_wk_ne23               eps_neu_rate_r_ne20_wk_f20        eps_neu_rate_r_ne23_wk-minus_na23          eps_neu_rate_r_o20_wk-minus_f20                                   log_h1                                  log_he4                                  log_o16                                  log_o20                                  log_f20                                 log_ne20                                 log_ne23                                 log_na23                                 log_si28 
                                       1                  1.1002518941324251E+000                 -1.7429389422871675E+000                  5.6800385492298453E+000                 -5.4590876951709566E+000                  8.3200102898770663E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3598280021118691E-290                  2.3598280021118691E-290                  1.7275960164497756E-295                  1.7275960164497756E-295                  1.7091810363649524E+019                  3.4183620727299049E-080                  3.4183620727299049E-080                  2.3598280021113285E-290                  2.3598280021113285E-290                  1.7277016737375653E-295                  1.7277016737375653E-295                  3.4183620727299049E-080                  3.4183620727299049E-080                  3.4183620727299049E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.4678748622465627E-001                 -9.8999999999999986E+001                 -1.3010299956639810E+000                 -9.8999999999999986E+001 
                                       2                  1.1002518941324078E+000                 -1.7431100571239964E+000                  5.7351761363801739E+000                 -5.2275626913728814E+000                  8.5659292413771020E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4183620727299049E-080                  1.5382629327284572E+019                  3.4183620727299049E-080                  3.4183620727299049E-080                  3.4183620727299049E-080                  3.4183620727299049E-080                  1.7091810363649526E+018                  3.4183620727299049E-080                  3.4183620727299049E-080                  3.4183620727299049E-080                  3.4183620727299049E-080                  3.4183620727299049E-080                  3.4183620727299049E-080                  3.4183620727299049E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.4678748622465627E-001                 -9.8999999999999986E+001                 -1.3010299956639810E+000                 -9.8999999999999986E+001 
                                       3                  1.1002518941323907E+000                 -1.7432105580593922E+000                  5.7707957128383374E+000                 -5.0873897642605819E+000                  8.7220996153278119E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4183620727299056E-080                  3.4183620727299056E-080                  3.4183620727299056E-080                  3.4183620727299056E-080                  3.4183620727299056E-080                  3.4183620727299056E-080                  3.4183620727299056E-080                  1.7091810363649528E+019                  3.4183620727299056E-080                  3.4183620727299056E-080                  3.4183620727299056E-080                  1.5382629327284576E+019                  3.4183620727299056E-080                  3.4183620727299056E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.4678748622465627E-001                 -9.8999999999999986E+001                 -1.3010299956639810E+000                 -9.8999999999999986E+001 
                                       4                  1.1002518941323736E+000                 -1.7432833791475013E+000                  5.7976863663614031E+000                 -4.9899407644727685E+000                  8.8367920166099427E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  1.7091810363649521E+018                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.4678748622465627E-001                 -9.8999999999999986E+001                 -1.3010299956639810E+000                 -9.8999999999999986E+001 
                                       5                  1.1002518941323562E+000                 -1.7433415901011047E+000                  5.8193876750975679E+000                 -4.9158533199763310E+000                  8.9274800186627221E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4183620727299071E-080                  3.4183620727299071E-080                  3.4183620727299071E-080                  3.4183620727299071E-080                  3.4183620727299071E-080                  1.7091810363649534E+019                  3.4183620727299071E-080                  3.4183620727299071E-080                  3.4183620727299071E-080                  3.4183620727299071E-080                  3.4183620727299071E-080                  3.4183620727299071E-080                  3.4183620727299071E-080                  3.4183620727299071E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.4678748622465627E-001                 -9.8999999999999986E+001                 -1.3010299956639810E+000                 -9.8999999999999986E+001 
                                       6                  1.1002518941323389E+000                 -1.7433906897329932E+000                  5.8375855521477993E+000                 -4.8561636123261991E+000                  9.0024943255292396E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4183620727299041E-080                  3.4183620727299041E-080                  1.5382629327284568E+019                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.4678748622465627E-001                 -9.8999999999999986E+001                 -1.3010299956639810E+000                 -9.8999999999999986E+001 
                                       7                  1.1002518941323218E+000                 -1.7434334978761814E+000                  5.8532510167523135E+000                 -4.8061855847285093E+000                  9.0664635084272209E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7091810363649521E+018                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  1.7091810363649520E+019                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  1.5382629327284568E+019                  3.4183620727299041E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.4678748622465627E-001                 -9.8999999999999986E+001                 -1.3010299956639810E+000                 -9.8999999999999986E+001 
                                       8                  1.1002518941323045E+000                 -1.7434716632766407E+000                  5.8669940633910267E+000                 -4.7631568661197949E+000                  9.1222271686928487E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  1.7091810363649521E+018                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.4678748622465627E-001                 -9.8999999999999986E+001                 -1.3010299956639810E+000                 -9.8999999999999986E+001 
                                       9                  1.1002518941322872E+000                 -1.7435062373233552E+000                  5.8792204724924852E+000                 -4.7252959638529246E+000                  9.1716535148422356E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4183620727299094E-080                  3.4183620727299094E-080                  3.4183620727299094E-080                  3.4183620727299094E-080                  3.4183620727299094E-080                  3.4183620727299094E-080                  1.7091810363649548E+019                  3.4183620727299094E-080                  3.4183620727299094E-080                  3.4183620727299094E-080                  3.4183620727299094E-080                  3.4183620727299094E-080                  3.4183620727299094E-080                  3.4183620727299094E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.4678748622465627E-001                 -9.8999999999999986E+001                 -1.3010299956639810E+000                 -9.8999999999999986E+001 
                                      10                  1.1002518941322701E+000                 -1.7435379321744451E+000                  5.8902139277059620E+000                 -4.6913862264966903E+000                  9.2160374222484105E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  1.5382629327284568E+019                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                  3.4183620727299041E-080                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0102999566398114E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.4678748622465627E-001                 -9.8999999999999986E+001                 -1.3010299956639810E+000                 -9.8999999999999986E+001 
